18,25,21,22,12,29,13,24,0,3,1,9,15,28,2,10,19,27,7,11,23,4,5,14,8,26,20,6,16,17,
18,4,21,22,12,29,2,24,0,20,1,9,15,28,13,10,19,27,7,11,23,25,5,14,8,26,3,6,16,17,
18,25,21,22,12,29,13,24,0,20,1,9,15,28,2,10,19,27,7,11,23,4,5,14,8,26,3,6,16,17,
18,25,21,22,12,23,13,24,0,20,1,9,15,28,2,10,19,27,7,8,5,4,29,14,11,26,3,6,16,17,
18,25,21,22,12,23,9,27,7,20,1,13,15,28,2,10,19,24,0,11,29,4,5,14,16,26,3,6,8,17,
18,25,21,22,12,29,13,24,0,20,1,9,15,28,2,10,19,27,7,11,23,4,5,14,8,26,3,6,16,17,
18,25,27,12,16,5,1,24,0,20,13,9,15,28,14,10,19,22,3,11,29,26,4,2,8,23,21,6,7,17,
18,25,21,22,12,23,13,27,0,20,4,9,15,5,2,10,19,24,7,11,29,1,28,14,8,26,3,6,16,17,
18,25,21,22,12,23,13,27,7,20,29,9,15,28,2,10,19,24,0,11,1,4,5,14,16,26,3,6,8,17,
18,25,21,22,12,23,13,27,0,20,11,9,15,28,2,10,4,24,7,19,29,1,5,14,8,26,3,6,16,17,
18,25,21,22,12,29,13,24,0,3,1,10,15,28,2,9,19,27,7,11,23,4,5,14,8,26,20,6,16,17,
18,25,21,22,23,29,13,24,0,20,1,9,15,28,2,10,19,27,7,11,12,4,5,14,8,26,3,6,16,17,
18,25,21,22,12,29,13,24,0,20,1,19,15,28,2,10,9,27,7,11,23,4,5,14,8,26,3,6,16,17,
18,25,21,22,12,23,13,27,0,20,4,9,15,28,2,10,19,24,7,11,29,1,5,14,8,26,3,6,16,17,
18,25,21,22,12,23,13,27,0,20,4,9,15,28,2,10,19,24,7,11,29,1,5,14,8,26,3,6,16,17,
18,17,25,21,12,14,4,24,13,20,0,9,15,28,27,10,19,2,7,26,29,11,3,1,8,23,22,6,16,5,
18,25,21,22,12,29,13,24,0,20,1,9,15,28,7,10,19,27,2,11,23,4,5,14,8,26,3,6,16,17,
18,25,21,22,12,23,13,24,20,15,1,9,0,28,2,10,19,27,7,11,29,4,5,14,8,26,3,6,16,17,
18,25,21,16,5,19,1,24,0,20,13,28,15,9,14,10,12,23,7,26,29,11,3,2,8,22,27,6,4,17,
18,25,21,22,12,8,13,27,7,20,1,9,15,28,2,10,19,24,11,0,29,4,5,26,16,14,3,6,23,17,
18,25,27,12,14,5,1,24,0,20,13,9,6,28,16,10,19,22,3,11,29,26,7,2,8,23,21,15,4,17,
18,4,21,0,12,29,13,24,22,20,1,9,15,28,2,10,19,27,7,11,23,25,5,14,8,26,3,6,16,17,
18,11,21,22,12,23,13,24,0,20,1,9,14,28,2,10,19,27,7,25,5,4,29,15,8,26,3,6,16,17,
18,25,21,22,12,23,13,4,0,15,14,9,20,28,2,10,19,27,7,11,29,24,5,1,8,26,3,6,16,17,
18,11,21,22,12,23,13,24,0,20,1,9,14,28,2,10,19,27,7,25,5,4,29,15,8,26,3,6,16,17,
18,25,21,22,12,23,13,27,0,20,4,9,29,28,2,10,19,24,26,6,15,1,5,14,8,7,3,11,16,17,
18,25,21,12,16,5,1,24,0,20,13,9,15,28,14,10,19,22,3,11,29,23,7,2,8,26,27,6,4,17,
18,25,21,22,12,23,13,27,0,20,11,9,15,29,2,10,4,24,7,19,28,1,5,14,8,26,3,6,16,17,
18,25,21,23,12,22,13,27,0,20,1,28,15,9,2,10,19,24,6,11,29,4,5,14,8,26,3,7,16,17,
18,25,21,29,12,23,13,24,8,20,26,9,15,5,2,10,4,27,6,0,22,19,28,14,1,11,3,7,16,17,
18,28,21,22,12,23,13,27,7,20,1,9,15,25,2,3,19,24,0,11,29,4,5,14,16,26,10,6,8,17,
18,17,25,21,12,14,26,24,13,20,0,9,15,28,2,10,19,27,7,4,29,11,3,1,8,23,22,6,16,5,
18,25,21,22,12,23,13,27,0,20,6,9,29,28,2,10,19,24,26,4,15,1,5,14,8,7,3,11,16,17,
18,25,21,22,12,23,13,24,29,20,1,9,15,28,2,10,19,27,7,11,0,4,5,14,8,26,3,6,16,17,
18,25,21,22,12,23,13,24,29,20,1,9,15,28,2,10,19,27,7,11,0,4,5,14,8,26,3,6,16,17,
18,25,21,22,12,23,13,27,0,20,11,9,15,28,2,10,4,24,7,19,29,1,5,14,8,26,3,6,16,17,
18,17,11,21,12,14,26,24,13,20,0,9,15,28,2,10,19,27,7,4,29,25,3,1,8,23,22,6,16,5,
18,25,21,22,12,23,13,24,29,20,1,9,15,28,4,10,19,27,7,11,0,2,5,14,8,26,3,6,16,17,
18,25,21,22,12,23,13,24,0,20,1,9,15,28,2,10,19,3,29,4,5,11,7,14,8,26,27,6,16,17,
18,25,21,12,16,5,1,24,0,20,13,2,15,28,14,10,19,22,3,11,29,23,7,9,8,26,27,6,4,17,
18,25,21,22,12,23,13,24,29,20,1,9,15,28,2,10,19,27,7,11,0,4,5,14,8,26,3,6,16,17,
18,25,21,22,12,23,13,24,29,20,1,9,15,28,2,10,19,27,8,11,0,4,5,14,7,26,3,6,16,17,
18,25,21,12,16,5,1,24,0,20,13,2,15,28,14,10,19,22,3,11,29,23,7,9,8,26,27,6,4,17,
18,25,21,22,12,23,13,24,17,15,1,9,0,28,2,10,19,27,7,11,29,4,5,14,8,26,3,6,16,20,
18,25,21,22,12,23,13,24,29,20,1,9,15,28,2,10,11,27,7,19,0,4,5,14,8,26,3,6,16,17,
18,25,27,12,16,5,1,24,0,20,29,9,15,28,14,10,19,22,3,11,13,26,7,2,8,23,21,6,4,17,
18,25,21,22,12,23,13,27,0,20,1,28,15,9,2,10,19,24,6,11,29,4,5,14,8,26,3,7,16,17,
18,25,21,22,12,23,13,24,29,20,1,9,15,28,2,10,19,27,7,11,0,4,5,14,8,26,3,6,16,17,
18,25,12,22,21,23,13,27,0,20,4,9,19,28,2,10,15,24,7,11,29,1,5,14,8,26,3,6,16,17,
18,25,21,22,12,23,13,27,7,20,1,9,15,28,2,10,19,24,0,11,29,4,5,14,16,26,3,6,8,17,
18,27,21,6,12,23,13,25,0,20,4,9,15,28,2,10,11,24,7,19,29,1,5,14,8,26,3,22,16,17,
18,11,21,22,12,23,13,24,0,20,1,9,14,28,2,10,19,27,7,25,5,4,29,15,8,16,3,6,26,17,
18,25,21,19,12,23,13,24,0,20,1,9,15,28,2,10,22,27,7,11,5,4,29,14,8,26,3,6,16,17,
18,25,21,22,12,29,13,24,0,20,1,9,15,28,2,10,19,27,7,11,23,4,5,14,8,26,3,6,16,17,
18,25,21,15,12,23,13,27,7,20,1,9,22,28,2,10,19,24,0,11,29,4,5,14,16,26,3,6,8,17,
18,25,21,12,16,5,1,24,0,20,11,9,15,28,14,10,19,22,7,13,29,26,3,2,8,23,27,6,4,17,
18,4,21,22,12,29,13,24,0,20,1,9,15,28,2,10,23,27,7,11,19,25,5,14,8,26,3,6,16,17,
18,11,21,22,12,23,13,24,0,20,1,9,14,28,2,10,19,27,7,25,5,4,29,15,8,26,3,6,16,17,
18,25,21,22,12,23,13,19,0,20,4,9,15,28,2,10,27,24,7,11,29,1,5,14,8,26,3,6,16,17,
18,25,21,22,16,23,13,27,0,20,4,9,15,28,2,10,19,24,7,11,29,17,5,14,8,26,3,6,12,1,
18,17,25,21,12,14,4,24,13,20,0,9,15,28,2,10,19,27,7,26,29,11,3,1,8,23,22,6,16,5,
18,11,21,22,12,23,13,29,0,20,1,9,14,28,2,10,19,27,7,25,5,4,24,15,8,26,3,6,16,17,
18,25,21,29,12,23,13,24,8,20,26,9,15,5,2,10,4,27,6,0,22,19,28,14,1,11,3,7,16,17,
18,25,21,22,12,29,13,24,0,20,1,9,15,28,2,10,19,27,7,11,23,4,5,14,8,26,3,6,16,17,
18,25,21,22,12,29,13,24,0,20,1,9,15,28,2,10,19,27,7,11,23,4,5,14,8,26,3,6,16,17,
18,25,21,22,5,29,13,24,0,3,1,9,15,28,2,10,19,27,7,11,23,4,12,14,8,26,20,6,16,17,
18,25,21,22,12,23,13,27,0,20,4,9,29,28,2,10,19,24,26,6,15,1,5,14,8,7,3,11,16,17,
18,11,21,22,12,23,13,24,0,20,1,9,14,28,2,10,19,27,7,25,5,4,29,15,8,26,3,6,16,17,
18,25,21,22,12,23,13,27,0,20,4,9,15,28,2,10,19,24,7,11,29,1,5,14,8,26,3,6,16,17,
18,25,21,22,12,23,13,24,29,20,1,9,15,28,2,10,19,27,7,11,0,4,5,14,8,26,3,6,16,17,
18,25,24,12,16,5,1,21,0,20,13,9,15,28,14,10,19,22,7,11,29,26,3,2,8,23,27,6,4,17,
18,25,21,22,12,23,13,24,29,20,1,9,15,28,2,10,19,27,7,11,0,4,5,14,8,26,3,6,16,17,
18,25,21,12,16,5,1,24,0,20,13,9,15,28,14,10,19,22,7,6,29,26,3,2,8,23,27,11,4,17,
18,25,21,22,12,23,13,27,0,20,4,9,15,28,2,10,19,24,7,11,29,1,5,14,8,26,3,6,16,17,
18,25,21,16,5,12,1,24,0,20,27,28,15,9,14,10,19,22,29,26,7,13,3,2,8,23,11,6,4,17,
18,25,27,12,16,5,1,24,0,20,13,9,15,28,14,10,19,22,21,11,29,26,7,2,8,23,3,6,4,17,
18,11,21,22,12,23,13,24,0,20,1,9,14,28,2,10,19,27,7,25,5,4,29,15,8,26,3,6,16,17,
18,25,21,29,12,23,13,24,8,20,0,9,15,5,2,10,4,27,7,26,22,19,28,14,1,11,3,6,16,17,
18,25,21,22,12,23,6,24,0,15,1,9,20,28,2,10,19,27,7,11,29,4,5,14,8,26,3,13,16,17,
18,25,21,22,12,23,13,24,0,20,1,9,15,28,2,10,19,27,7,11,5,4,29,14,8,26,3,6,16,17,
18,25,21,22,12,23,13,27,0,20,11,9,15,28,2,10,4,24,7,19,29,1,5,14,8,26,3,6,16,17,
18,25,27,12,16,5,1,24,0,20,13,9,15,28,14,10,19,22,3,11,29,26,7,2,8,23,21,6,4,17,
18,25,21,5,16,12,1,19,13,20,0,28,15,9,14,10,24,22,7,26,29,11,3,2,8,23,27,6,4,17,
18,25,21,7,16,5,1,24,0,20,13,9,15,28,14,10,19,22,12,11,29,26,3,2,8,23,27,6,4,17,
18,25,12,22,21,23,13,27,0,20,4,9,15,28,2,10,19,24,7,11,29,1,5,14,8,26,3,6,16,17,
18,25,21,22,15,23,13,27,7,20,1,9,12,28,2,10,19,24,0,11,29,4,5,14,16,26,3,6,8,17,
18,25,21,22,12,23,13,27,0,20,4,9,15,28,2,10,19,24,7,11,29,1,5,14,8,26,3,6,16,17,
18,25,21,22,12,23,13,27,0,20,4,9,15,28,2,10,19,24,7,11,29,1,5,14,8,26,3,6,16,17,
18,25,21,22,12,23,13,24,29,20,1,9,15,28,2,10,19,27,7,11,0,4,5,14,8,26,3,6,16,17,
18,25,21,22,12,23,13,27,7,20,1,9,15,28,2,10,19,24,0,11,29,4,5,14,16,26,3,6,8,17,
18,17,25,21,12,14,4,24,13,0,20,9,15,28,2,10,19,27,7,26,29,11,3,1,8,23,22,6,16,5,
18,7,21,12,16,5,1,24,0,20,13,9,15,28,14,10,19,22,25,11,29,26,3,2,8,23,27,6,4,17,
18,25,21,5,16,12,1,19,24,20,0,28,15,9,14,10,13,22,2,26,29,11,3,7,8,23,27,6,4,17,
18,25,21,12,16,5,1,24,13,20,0,28,15,9,14,26,19,22,7,10,29,11,3,2,8,23,27,6,4,17,
18,25,21,22,12,29,13,24,0,7,1,9,15,28,2,10,19,27,20,11,23,4,5,14,8,26,3,6,16,17,
18,25,21,22,12,23,13,16,0,20,4,9,15,28,2,10,19,24,7,11,29,1,5,14,8,26,3,6,27,17,
18,25,21,22,12,27,13,24,0,20,1,9,15,28,2,10,19,29,7,11,23,4,5,14,8,26,3,6,16,17,
18,25,21,29,12,23,13,24,8,20,26,9,15,5,2,10,4,27,1,0,22,19,28,14,6,11,3,7,16,17,
18,25,21,22,12,29,13,24,2,3,1,9,15,28,0,10,19,27,7,11,23,4,5,14,8,26,20,6,16,17,
18,25,21,22,12,29,13,24,0,3,1,9,26,28,2,10,19,27,7,11,23,4,5,14,8,15,20,6,16,17,
