8,22,11,17,9,10,6,24,14,5,7,3,0,2,21,1,15,4,19,16,13,23,20,12,18,
15,20,18,3,11,7,9,6,12,5,14,13,19,4,0,21,24,23,16,22,10,1,8,17,2,
10,20,4,1,6,14,19,22,16,18,2,12,5,13,11,21,7,0,9,17,8,3,23,15,24,
8,22,11,17,7,10,6,24,19,5,2,3,0,9,21,16,18,15,4,14,13,23,20,12,1,
8,22,6,17,7,10,11,24,18,5,2,3,0,9,21,16,15,19,4,14,13,23,20,12,1,
8,22,11,17,10,9,6,24,14,5,7,3,0,2,21,18,15,19,4,16,13,23,20,12,1,
8,22,11,17,10,0,6,24,20,5,7,3,9,2,21,18,15,19,4,16,13,23,14,12,1,
8,12,11,17,10,9,6,24,14,5,7,3,16,2,21,18,15,19,4,0,13,22,20,23,1,
8,22,11,17,10,0,6,24,20,5,7,3,16,2,21,18,15,19,4,9,13,23,14,12,1,
10,20,4,1,6,22,19,14,9,18,7,12,5,13,11,2,21,0,16,17,8,3,23,15,24,
17,7,8,10,0,24,21,4,16,23,12,15,1,18,13,19,3,11,14,6,20,2,5,22,9,
3,11,22,13,7,17,2,21,16,14,24,12,8,10,20,23,5,19,0,4,15,6,9,1,18,
8,22,11,17,9,10,6,24,14,23,0,3,7,2,4,18,15,19,21,16,13,5,20,12,1,
8,22,11,17,7,10,6,24,15,5,2,3,0,9,21,16,18,19,4,14,13,23,20,12,1,
10,20,6,1,4,2,19,14,16,18,7,12,5,13,11,22,21,0,9,17,8,3,23,15,24,
8,10,11,17,9,2,6,24,14,18,7,3,0,22,21,5,15,19,4,16,13,23,20,12,1,
8,22,11,17,9,10,6,24,14,5,7,3,0,2,4,18,15,19,21,16,12,23,20,13,1,
13,20,18,9,22,3,19,12,17,4,11,24,21,0,6,23,10,2,7,16,1,8,15,14,5,
8,22,9,17,11,10,6,24,14,5,7,21,0,3,4,18,15,19,2,16,12,23,20,13,1,
8,22,11,17,9,10,6,24,14,5,7,4,0,2,3,18,15,19,21,16,12,23,20,13,1,
8,22,11,17,23,10,6,24,14,5,7,21,0,3,4,18,15,19,2,16,12,9,20,13,1,
8,22,9,17,4,10,6,24,14,5,7,21,0,3,11,18,15,19,2,16,12,23,20,13,1,
8,22,11,18,10,9,6,3,14,5,7,24,0,2,21,17,15,19,4,16,13,23,20,12,1,
10,20,4,15,6,14,19,22,16,18,21,12,5,13,11,2,7,0,9,17,8,3,23,1,24,
8,22,11,17,7,10,6,24,15,5,2,3,0,9,21,16,18,19,4,14,13,23,20,12,1,
15,20,18,3,11,13,9,6,24,5,14,7,19,4,0,21,12,23,16,22,10,1,8,17,2,
8,22,11,17,9,2,6,24,14,5,7,21,0,10,4,18,15,19,3,16,12,23,20,13,1,
8,22,9,17,11,10,6,24,14,5,7,21,0,3,4,18,15,19,2,16,12,23,1,13,20,
13,20,18,9,22,3,14,24,4,17,11,10,21,0,15,23,7,2,12,16,1,8,19,6,5,
13,20,18,9,22,3,19,24,4,17,11,10,21,0,6,23,7,2,12,16,1,15,14,8,5,
20,5,13,19,3,18,6,15,4,24,11,1,21,7,23,12,14,16,0,9,17,2,10,22,8,
13,20,22,9,18,3,19,24,4,17,11,10,21,0,6,23,7,2,12,16,14,8,1,15,5,
8,2,11,17,10,0,6,23,14,5,7,3,9,22,21,18,15,19,4,16,13,24,20,12,1,
10,20,4,1,6,22,19,14,16,18,7,12,5,13,11,2,21,0,9,17,8,3,23,15,24,
20,5,13,19,3,18,6,15,4,24,11,1,21,7,23,12,14,16,0,9,17,2,10,22,8,
13,20,18,9,22,3,14,24,4,17,11,10,21,0,15,23,7,2,12,16,1,8,19,6,5,
8,22,11,24,9,10,6,17,14,5,7,21,0,2,4,18,15,19,3,16,12,23,20,13,1,
8,15,11,17,12,10,6,24,0,20,7,3,5,2,21,18,22,19,4,16,13,23,14,9,1,
15,18,21,3,11,13,16,6,19,5,7,14,12,4,0,20,24,9,23,1,10,22,8,17,2,
10,20,16,1,6,22,19,14,4,18,7,12,5,13,11,2,21,0,9,17,8,3,23,15,24,
8,15,11,17,12,10,6,24,0,20,7,3,5,2,21,18,22,19,4,16,13,23,14,9,1,
15,18,21,3,11,13,23,6,19,5,7,14,12,4,0,20,24,9,16,1,10,22,8,17,2,
8,22,11,17,23,10,6,24,14,5,7,21,0,3,4,18,15,19,2,16,12,9,20,13,1,
10,20,4,1,12,22,19,14,16,18,7,6,5,13,11,2,21,0,9,17,8,3,23,15,24,
3,11,22,8,7,17,2,21,16,14,24,12,13,10,20,18,5,19,0,4,15,6,9,1,23,
10,20,4,1,6,22,19,24,23,18,7,12,5,13,16,0,21,2,9,17,8,3,11,15,14,
8,22,9,17,11,10,6,24,14,5,7,21,0,3,4,18,15,19,2,16,12,23,20,13,1,
8,16,9,17,11,10,6,24,14,5,7,21,0,3,4,18,15,19,2,22,12,23,20,13,1,
8,1,11,17,7,10,6,24,15,5,2,3,0,9,21,16,18,19,4,14,13,23,20,12,22,
17,7,10,1,0,24,21,4,16,23,12,15,8,18,13,19,3,11,2,6,20,14,5,22,9,
10,20,4,9,6,22,19,14,16,18,7,12,5,13,23,0,21,2,1,17,8,3,11,15,24,
17,7,10,1,0,24,21,4,16,23,12,15,8,18,13,19,3,11,14,6,20,2,5,22,9,
17,7,10,1,0,24,21,4,16,23,14,15,8,18,13,19,3,11,12,6,20,2,5,22,9,
3,11,22,13,7,17,2,21,16,14,24,12,18,10,20,8,5,19,0,4,15,6,9,1,23,
3,23,22,13,12,17,2,21,16,20,24,5,18,10,14,8,7,19,0,4,15,6,9,1,11,
10,20,4,1,24,22,19,14,23,18,7,12,5,13,16,0,21,2,9,17,8,3,11,15,6,
8,22,11,17,7,10,6,18,15,5,2,3,0,9,21,16,24,19,4,14,13,23,20,12,1,
10,20,4,1,6,14,19,22,16,18,21,12,5,13,11,2,7,0,9,17,8,3,23,15,24,
3,11,22,13,7,17,2,21,16,24,14,12,18,10,20,8,5,19,0,4,15,6,9,1,23,
20,24,13,19,3,18,6,15,4,5,11,1,21,7,23,12,14,16,0,9,17,2,10,22,8,
13,20,22,9,18,3,16,24,4,17,11,10,21,19,6,23,7,2,12,0,1,8,14,15,5,
20,5,13,19,3,18,6,15,4,24,11,1,21,7,23,12,14,16,0,9,17,2,10,22,8,
20,5,13,19,3,18,6,15,4,24,11,1,21,7,23,12,14,16,0,9,17,2,10,22,8,
13,20,18,9,22,3,19,12,4,17,11,24,21,0,6,23,10,2,7,16,1,8,15,14,5,
10,20,4,1,6,22,19,14,16,18,7,12,5,13,11,2,21,0,9,17,8,3,23,15,24,
8,22,11,17,0,10,6,24,18,5,2,3,7,9,21,16,15,19,4,14,13,23,20,12,1,
13,20,22,9,18,3,19,24,4,17,11,10,21,0,6,23,7,2,12,16,1,8,14,15,5,
8,22,11,17,10,9,6,24,14,5,7,3,0,2,13,18,15,19,4,16,21,23,20,12,1,
8,22,9,17,11,10,14,24,6,5,7,21,0,3,4,18,15,19,2,16,12,23,20,13,1,
8,22,11,17,10,9,24,3,14,5,7,6,0,2,21,18,15,19,4,16,13,23,20,12,1,
8,22,11,17,7,10,3,24,5,14,9,2,0,6,21,18,15,19,4,1,13,23,20,12,16,
8,22,11,17,10,9,6,3,14,5,7,24,0,2,21,18,15,19,4,16,13,23,20,12,1,
15,21,18,3,11,13,9,6,12,5,14,7,19,20,0,4,24,23,16,22,10,1,8,17,2,
15,20,18,3,11,13,9,6,12,5,14,7,19,4,0,21,24,23,16,22,10,1,8,17,2,
15,20,18,3,11,13,9,6,12,5,14,7,19,4,0,21,24,23,16,22,10,1,8,17,2,
17,7,8,1,15,24,21,4,16,19,20,0,10,18,13,2,11,3,14,6,12,23,5,22,9,
3,11,22,13,7,17,2,21,16,24,14,12,8,10,20,18,5,19,0,4,15,6,9,1,23,
8,22,20,17,10,9,6,24,14,5,7,3,0,2,21,18,15,19,16,4,13,23,11,12,1,
8,22,11,17,9,10,6,24,19,5,7,21,0,2,4,18,15,14,3,16,12,23,20,13,1,
17,7,10,1,0,24,21,4,16,23,12,15,8,18,13,19,3,11,14,6,20,2,5,22,9,
8,22,11,17,9,10,6,24,14,5,7,21,0,2,4,18,15,19,3,16,12,23,20,13,1,
8,22,11,17,9,10,6,24,14,5,7,21,0,2,4,18,15,19,3,16,12,23,20,13,1,
13,20,18,9,22,3,19,24,4,17,11,10,21,0,6,23,7,2,12,16,1,8,14,15,5,
10,20,4,1,6,22,19,14,16,18,7,12,5,13,11,2,21,0,9,17,8,3,23,15,24,
13,4,18,9,22,3,19,24,10,17,11,20,21,0,6,23,7,2,12,16,1,8,14,15,5,
10,5,4,9,6,22,19,14,16,18,7,12,20,13,23,0,21,2,1,17,8,3,11,15,24,
8,10,11,17,9,2,5,24,14,18,7,3,0,22,21,6,15,19,4,16,13,23,20,12,1,
3,11,22,13,7,17,2,21,16,14,24,12,18,10,20,8,5,19,0,4,15,6,9,1,23,
8,22,11,24,9,10,6,17,20,5,7,21,0,2,4,18,15,19,3,16,12,23,14,13,1,
8,22,11,24,9,10,6,17,14,5,7,21,4,2,0,18,15,19,3,16,12,23,20,13,1,
20,5,13,19,3,18,6,15,4,24,10,1,21,7,23,12,14,16,0,9,17,2,11,22,8,
13,20,18,9,22,3,19,24,4,17,11,10,21,0,15,14,7,2,12,16,1,8,23,6,5,
13,20,18,9,22,3,19,24,4,17,11,10,21,0,15,23,7,2,12,16,1,8,14,6,5,
8,22,11,17,9,10,6,24,14,5,7,21,0,2,4,16,15,19,3,18,12,23,20,13,1,
8,22,11,24,9,10,6,17,14,5,7,21,0,2,4,18,15,19,16,3,12,23,20,13,1,
10,20,4,1,6,22,19,14,16,18,7,12,5,13,11,2,21,0,9,17,8,3,23,15,24,
8,22,9,17,10,24,6,3,14,5,7,11,0,2,21,18,15,19,4,16,13,23,20,12,1,
13,10,18,9,22,3,19,24,4,17,11,20,21,0,6,23,7,2,12,16,1,8,14,15,5,
8,22,11,17,7,10,6,24,13,5,2,3,0,9,21,16,15,19,4,14,18,23,20,12,1,
20,5,13,19,3,18,6,15,4,24,11,1,21,7,23,12,14,16,0,9,17,2,10,22,8,
