5,15,17,1,9,7,14,19,18,10,6,2,3,16,8,12,11,0,4,13,
13,4,17,9,7,2,15,5,12,16,18,8,19,0,3,14,11,10,6,1,
5,4,7,18,10,9,1,2,19,8,3,16,15,0,6,11,17,12,14,13,
14,0,17,18,11,12,1,2,15,8,3,16,19,7,6,10,9,4,13,5,
0,4,17,18,12,11,1,2,15,8,3,16,7,6,5,19,9,13,10,14,
13,5,0,2,7,9,15,17,4,14,3,8,19,16,18,12,11,10,6,1,
0,4,5,15,14,13,1,19,17,8,3,7,11,16,18,12,9,10,6,2,
4,0,17,18,3,11,1,2,15,8,12,16,19,7,6,10,9,14,13,5,
5,11,17,18,12,9,10,7,15,8,3,16,19,2,6,0,13,1,4,14,
0,4,17,18,12,11,1,5,15,8,3,10,7,2,6,19,9,13,14,16,
14,0,17,18,12,11,1,2,15,8,3,5,19,7,6,10,9,4,13,16,
5,4,17,2,19,9,11,3,0,14,13,8,15,16,18,12,7,10,6,1,
5,4,17,18,12,11,1,2,0,8,3,16,19,6,15,7,9,10,14,13,
5,15,17,1,9,7,16,3,14,10,6,8,19,2,18,12,11,0,4,13,
5,4,8,12,18,9,10,7,15,17,1,16,19,2,6,0,13,3,11,14,
5,4,17,7,18,10,9,12,15,8,3,16,19,2,6,0,13,1,11,14,
5,15,17,9,1,7,2,3,14,10,6,8,0,16,18,12,11,19,13,4,
17,4,0,15,7,9,2,5,13,14,3,8,19,16,11,12,18,10,6,1,
14,4,5,12,18,9,10,7,15,8,3,16,19,2,6,0,13,1,11,17,
5,4,17,18,12,13,1,2,15,8,3,16,11,6,0,7,9,10,14,19,
14,0,17,18,12,11,2,7,15,8,3,16,19,1,6,10,5,4,13,9,
5,4,18,17,7,9,10,12,15,16,3,8,19,2,6,0,13,1,11,14,
5,4,0,1,14,13,11,15,17,8,3,16,19,7,18,12,9,10,6,2,
5,4,17,18,12,9,10,7,15,8,3,16,19,2,6,0,13,1,11,14,
4,13,5,6,7,2,19,10,1,14,15,8,3,16,18,12,11,9,0,17,
1,0,6,17,7,9,19,2,4,14,3,8,15,16,18,12,11,10,5,13,
5,15,17,1,9,7,14,10,8,3,6,2,19,16,18,12,11,0,13,4,
17,4,0,15,7,9,2,5,13,14,3,8,11,16,19,12,18,10,6,1,
17,0,4,15,7,9,2,5,13,14,3,8,11,16,19,12,18,10,6,1,
5,4,17,18,12,7,0,2,19,8,15,3,16,9,6,11,1,10,14,13,
5,4,17,12,18,9,10,7,15,8,6,16,13,2,3,0,19,1,11,14,
13,5,14,1,15,7,17,2,19,8,3,16,11,12,18,4,9,10,6,0,
5,15,17,1,9,10,14,13,2,7,6,19,8,16,18,12,11,4,3,0,
5,4,12,17,18,10,9,7,15,8,3,16,19,2,6,0,13,1,11,14,
14,0,17,9,12,11,1,2,16,8,3,15,19,7,6,10,18,4,13,5,
5,3,17,1,9,7,2,0,14,10,15,8,19,16,18,12,11,6,13,4,
0,4,17,2,7,6,9,11,13,14,3,8,19,16,18,12,5,10,15,1,
6,13,1,2,7,9,18,10,5,14,19,8,3,16,15,12,11,17,4,0,
5,15,17,1,9,7,2,3,14,10,6,19,8,16,18,12,11,0,13,4,
13,4,14,5,18,17,1,3,15,2,7,16,11,12,8,19,9,10,6,0,
5,15,17,1,9,7,2,10,14,16,3,8,19,6,18,12,11,0,13,4,
5,15,13,8,9,7,2,3,14,0,6,1,19,16,18,12,11,10,17,4,
9,0,6,17,7,1,15,2,4,14,3,8,19,16,18,12,11,10,5,13,
13,5,14,1,15,7,17,2,19,8,3,16,11,12,18,0,9,10,6,4,
5,15,17,1,9,7,16,3,14,10,6,8,19,2,18,12,11,0,4,13,
13,1,17,5,0,15,8,6,4,16,3,7,19,2,12,18,9,10,11,14,
5,4,17,18,12,7,1,2,19,8,15,16,3,0,6,11,9,10,14,13,
14,2,17,18,12,11,1,6,15,8,3,16,19,7,0,5,9,13,4,10,
5,4,17,18,7,1,10,12,15,16,3,8,19,2,6,0,13,9,11,14,
6,15,17,1,9,7,14,8,10,3,5,2,19,16,18,12,11,0,13,4,
13,4,5,15,14,0,1,11,17,8,3,7,19,18,16,12,9,10,6,2,
13,7,0,2,5,9,15,17,4,14,3,8,19,16,18,12,11,10,6,1,
18,4,5,9,7,14,15,17,10,1,3,8,19,16,13,12,11,2,6,0,
14,0,17,18,12,11,1,2,15,8,3,16,19,7,6,10,9,4,13,5,
14,0,17,18,12,11,2,1,15,5,3,16,19,7,6,10,9,4,13,8,
1,0,6,17,7,16,15,11,4,14,3,8,19,9,18,12,2,10,5,13,
5,4,17,18,12,11,1,2,15,16,3,8,19,0,6,13,7,10,9,14,
14,0,17,18,12,11,1,2,15,8,3,16,19,7,6,10,9,4,13,5,
5,4,17,18,6,11,1,2,15,8,3,16,19,12,0,7,9,10,14,13,
5,15,17,1,9,7,2,3,14,0,6,8,19,16,18,12,11,10,13,4,
14,0,17,18,12,11,1,2,15,8,3,16,19,7,6,10,9,4,13,5,
5,4,17,18,12,7,9,2,19,8,15,3,16,0,6,11,1,10,14,13,
5,4,17,18,12,7,1,2,19,8,3,16,11,0,6,15,9,10,14,13,
5,4,17,7,18,10,9,12,15,8,3,16,19,2,6,0,13,1,11,14,
6,13,1,2,4,9,18,10,5,14,19,8,3,16,15,12,11,17,7,0,
14,0,17,18,12,10,1,2,15,8,3,16,19,7,6,9,11,4,13,5,
5,4,17,1,9,7,2,3,14,10,6,8,19,16,18,12,11,0,13,15,
4,13,1,9,7,6,15,10,5,14,18,8,3,16,19,12,11,2,17,0,
5,15,17,12,9,7,2,3,14,10,6,8,19,16,18,1,11,0,4,13,
14,0,17,18,1,11,12,2,15,8,3,16,19,7,6,10,9,4,13,5,
9,4,17,18,12,11,1,5,15,8,3,16,14,2,10,6,0,13,19,7,
18,5,17,4,12,11,1,14,9,8,3,16,19,0,6,7,15,10,2,13,
19,4,17,13,12,9,10,7,15,8,3,16,5,2,6,1,18,0,11,14,
5,4,17,18,12,9,10,7,15,8,3,1,19,2,11,0,13,16,6,14,
5,4,17,12,18,8,10,7,15,9,3,16,19,2,6,0,13,1,11,14,
5,9,17,1,15,7,14,3,8,10,6,2,16,19,18,12,11,0,4,13,
5,0,17,12,18,2,9,7,15,8,3,16,19,10,6,4,13,1,11,14,
19,4,12,17,18,10,9,7,15,8,3,16,5,2,6,0,13,1,11,14,
14,18,17,0,12,11,2,1,15,8,3,16,19,7,6,10,9,4,13,5,
4,13,1,16,7,2,15,10,5,14,19,8,3,9,18,12,11,6,17,0,
13,0,5,2,7,9,15,17,4,14,3,8,19,16,18,12,6,10,11,1,
0,4,17,15,8,9,2,11,6,14,3,7,19,16,18,12,5,10,13,1,
5,15,2,1,9,13,16,3,14,10,6,8,19,17,18,12,11,0,4,7,
10,4,17,15,12,9,2,11,13,14,3,8,19,16,18,7,5,0,6,1,
5,7,17,12,18,8,10,4,15,9,3,16,19,2,6,0,13,1,11,14,
13,4,5,9,7,12,15,17,10,14,3,8,19,16,18,2,6,0,11,1,
0,4,17,15,9,8,10,11,13,14,3,7,19,16,18,12,5,2,6,1,
14,0,11,18,12,17,1,6,15,8,3,16,19,7,2,10,9,4,13,5,
5,18,17,4,12,9,10,7,15,8,3,16,19,2,6,0,13,1,11,14,
5,15,17,12,9,7,2,3,14,10,6,8,19,16,18,1,11,0,4,13,
0,4,17,2,7,15,9,11,3,14,13,8,19,16,18,12,5,10,6,1,
17,15,4,1,9,7,2,3,14,10,6,8,19,16,18,12,11,0,5,13,
5,15,17,1,9,7,14,3,8,10,6,2,16,19,18,12,11,0,4,13,
14,5,13,1,15,7,17,2,19,8,3,16,11,12,18,4,9,10,6,0,
5,15,17,1,9,12,14,19,8,10,6,2,3,16,18,7,11,0,4,13,
13,1,14,5,15,7,17,2,19,8,3,16,11,12,18,4,9,10,6,0,
5,4,17,18,12,9,10,7,15,8,3,16,19,2,6,0,13,1,11,14,
5,13,17,18,12,7,1,2,19,8,3,16,15,0,6,11,9,10,14,4,
5,4,17,18,12,9,10,3,15,8,7,16,19,2,6,0,13,1,11,14,
4,13,1,9,7,2,15,10,5,14,19,8,3,16,18,12,11,6,17,0,
0,4,17,18,12,11,1,5,15,8,3,16,7,2,6,19,9,13,10,14,
5,15,17,1,9,7,2,3,14,10,16,8,19,6,18,12,11,0,13,4,
5,4,17,13,7,9,10,12,15,16,3,8,19,2,6,0,18,1,11,14,
14,4,17,18,12,11,1,2,15,8,3,16,6,7,19,0,9,10,5,13,
13,5,14,1,9,15,17,2,19,8,3,16,11,12,18,4,7,10,6,0,
14,5,12,16,0,11,1,2,15,8,3,18,19,7,6,10,9,4,13,17,
0,4,17,18,12,11,1,9,15,8,3,16,7,2,6,19,5,13,10,14,
14,0,17,3,12,11,2,1,15,8,18,16,19,7,5,10,9,4,13,6,
13,4,5,9,7,2,15,17,0,14,3,8,19,16,18,10,6,12,11,1,
14,0,11,18,12,5,17,2,6,8,3,16,19,7,15,10,9,4,13,1,
0,4,17,18,12,11,10,5,15,8,3,16,7,2,6,19,9,13,1,14,
14,0,17,7,12,11,1,2,15,8,3,16,19,9,6,10,18,4,13,5,
14,0,17,18,12,11,1,2,15,7,3,16,19,8,6,10,9,5,13,4,
14,17,0,18,12,11,1,2,15,8,3,16,19,7,6,10,5,4,9,13,
13,4,18,15,14,0,1,11,17,8,3,7,19,5,16,12,9,10,6,2,
5,15,17,1,9,7,2,3,14,10,6,8,19,16,18,12,11,0,13,4,
5,4,17,18,10,9,12,7,15,8,3,16,19,2,6,0,13,1,11,14,
17,16,0,15,7,6,2,5,13,14,3,8,19,4,9,12,18,10,11,1,
13,1,17,5,0,15,8,6,4,2,3,7,19,16,12,18,9,10,11,14,
1,15,17,18,9,7,2,3,14,10,6,8,19,16,5,12,11,0,13,4,
13,4,17,5,0,15,2,6,9,8,3,7,19,11,12,18,1,10,14,16,
14,4,5,15,13,2,11,1,17,8,3,16,7,19,18,12,9,10,6,0,
13,4,17,5,0,15,2,6,11,8,3,7,19,16,12,18,9,10,14,1,
5,4,17,12,18,9,10,7,15,8,3,16,19,2,6,0,13,14,11,1,
14,0,17,18,12,11,2,1,15,8,3,16,19,7,6,10,9,4,13,5,
0,4,13,17,12,11,16,5,14,8,3,1,7,2,6,19,9,18,10,15,
0,4,17,2,7,15,9,11,14,13,3,8,19,16,18,12,5,10,6,1,
5,4,17,18,12,9,10,7,19,8,3,16,15,2,6,0,13,1,11,14,
13,1,14,5,15,7,17,2,19,8,16,3,11,12,18,4,9,10,6,0,
13,4,14,5,18,17,1,3,15,2,7,16,11,12,8,19,9,10,6,0,
6,15,17,1,9,7,14,10,8,3,5,2,19,16,18,12,11,0,13,4,
14,0,17,18,12,11,2,7,15,8,3,16,19,1,6,10,9,4,13,5,
6,0,17,18,12,11,1,2,15,8,3,16,19,7,14,9,10,4,13,5,
13,10,4,18,11,17,1,5,15,8,3,16,7,2,6,12,9,19,0,14,
5,15,17,1,9,7,14,4,10,3,6,2,19,16,18,12,11,0,13,8,
5,4,17,18,12,16,19,2,3,8,15,11,1,10,6,7,9,0,14,13,
14,0,17,18,12,11,2,7,15,8,1,16,19,3,6,10,9,4,13,5,
5,15,17,1,9,18,16,3,6,10,14,8,7,2,19,12,11,0,4,13,
5,15,2,1,9,7,12,3,6,10,14,8,19,17,18,16,11,0,4,13,
13,1,11,5,15,7,17,2,19,8,3,12,14,16,18,4,9,10,6,0,
14,0,17,18,12,11,2,1,15,8,3,16,19,7,6,10,9,4,13,5,
0,4,17,15,7,9,2,3,13,14,11,8,19,16,18,12,5,10,6,1,
5,4,17,2,8,9,7,3,0,14,13,19,15,16,18,12,11,10,6,1,
13,1,0,6,15,7,17,2,19,8,3,16,11,12,18,4,9,10,5,14,
13,4,17,5,0,15,2,6,1,8,3,7,16,11,12,18,9,10,14,19,
14,0,17,18,12,11,2,1,15,7,3,16,19,8,6,10,9,4,13,5,
14,0,17,18,3,11,1,2,15,8,12,16,19,7,6,10,9,4,13,5,
13,4,14,5,18,17,1,2,15,9,12,16,11,7,19,8,3,10,6,0,
2,4,5,15,13,14,11,1,17,8,3,7,19,9,18,12,16,10,6,0,
0,4,17,19,7,9,2,11,13,14,3,8,15,16,18,12,5,10,6,1,
13,4,17,2,7,0,15,5,10,14,3,8,19,12,18,16,11,9,6,1,
5,15,17,1,9,7,2,3,14,10,6,8,19,16,18,12,11,0,13,4,
5,15,17,2,1,7,9,3,14,10,6,8,19,16,18,12,4,0,13,11,
14,4,17,18,12,11,1,2,15,8,3,16,6,7,19,0,9,10,5,13,
5,15,17,16,9,7,1,10,14,3,6,8,19,2,18,12,11,0,4,13,
13,0,10,2,7,9,15,17,4,14,3,8,19,16,18,12,6,5,11,1,
14,0,17,18,12,11,2,7,15,8,3,16,9,1,6,10,19,4,13,5,
5,4,17,18,7,10,9,12,15,16,3,8,19,2,6,0,13,1,11,14,
5,4,17,18,7,9,10,12,16,15,3,8,19,2,6,0,13,1,11,14,
7,4,13,15,17,9,2,5,14,0,3,8,19,16,11,12,18,10,6,1,
13,1,11,5,15,7,17,2,19,8,3,16,14,12,18,4,9,10,6,0,
4,13,5,0,7,2,19,6,1,14,9,8,3,16,18,12,11,15,10,17,
13,1,17,5,11,15,8,6,4,2,3,7,19,16,12,18,9,10,0,14,
5,15,17,1,12,7,2,3,14,0,19,8,18,16,6,13,11,10,9,4,
0,4,19,18,12,11,1,5,15,8,3,16,7,2,6,17,9,13,10,14,
