0,1,73,42,63,83,2,47,83,21,88,98,4,32,54,12,10,59,17,60,95,88,61,91,21
-1,0,51,7,77,22,42,13,89,74,40,59,82,60,12,72,81,92,9,92,81,27,27,23,85
-73,-51,0,75,65,10,78,14,10,60,5,77,66,16,39,19,17,23,4,49,4,47,64,7,41
-42,-7,-75,0,48,12,7,58,67,45,67,20,22,39,33,98,96,79,59,79,75,56,12,57,55
-63,-77,-65,-48,0,77,47,40,99,52,24,21,32,24,19,60,35,87,52,91,3,48,16,7,20
-83,-22,-10,-12,-77,0,50,84,69,80,37,44,84,47,33,53,30,49,34,41,87,71,36,1,42
-2,-42,-78,-7,-47,-50,0,43,65,89,17,91,81,58,82,66,65,13,11,40,42,95,88,61,55
-47,-13,-14,-58,-40,-84,-43,0,34,61,28,25,66,59,48,99,40,69,8,34,51,65,69,71,10
-83,-89,-10,-67,-99,-69,-65,-34,0,82,27,99,32,71,17,12,28,25,97,32,25,65,50,95,80
-21,-74,-60,-45,-52,-80,-89,-61,-82,0,75,39,94,87,67,23,70,38,36,11,36,69,91,9,66
-88,-40,-5,-67,-24,-37,-17,-28,-27,-75,0,22,11,78,41,93,2,82,40,80,39,81,61,51,81
-98,-59,-77,-20,-21,-44,-91,-25,-99,-39,-22,0,61,98,39,88,28,63,30,57,78,72,46,1,44
-4,-82,-66,-22,-32,-84,-81,-66,-32,-94,-11,-61,0,51,28,56,33,47,33,19,41,24,30,35,91
-32,-60,-16,-39,-24,-47,-58,-59,-71,-87,-78,-98,-51,0,55,13,82,7,71,90,36,1,69,46,54
-54,-12,-39,-33,-19,-33,-82,-48,-17,-67,-41,-39,-28,-55,0,53,43,2,6,95,64,66,69,52,16
-12,-72,-19,-98,-60,-53,-66,-99,-12,-23,-93,-88,-56,-13,-53,0,55,47,96,44,77,25,58,80,53
-10,-81,-17,-96,-35,-30,-65,-40,-28,-70,-2,-28,-33,-82,-43,-55,0,69,71,65,42,61,24,15,61
-59,-92,-23,-79,-87,-49,-13,-69,-25,-38,-82,-63,-47,-7,-2,-47,-69,0,4,61,81,72,20,10,69
-17,-9,-4,-59,-52,-34,-11,-8,-97,-36,-40,-30,-33,-71,-6,-96,-71,-4,0,83,75,42,51,47,98
-60,-92,-49,-79,-91,-41,-40,-34,-32,-11,-80,-57,-19,-90,-95,-44,-65,-61,-83,0,90,21,82,34,39
-95,-81,-4,-75,-3,-87,-42,-51,-25,-36,-39,-78,-41,-36,-64,-77,-42,-81,-75,-90,0,22,85,51,31
-88,-27,-47,-56,-48,-71,-95,-65,-65,-69,-81,-72,-24,-1,-66,-25,-61,-72,-42,-21,-22,0,61,96,33
-61,-27,-64,-12,-16,-36,-88,-69,-50,-91,-61,-46,-30,-69,-69,-58,-24,-20,-51,-82,-85,-61,0,10,96
-91,-23,-7,-57,-7,-1,-61,-71,-95,-9,-51,-1,-35,-46,-52,-80,-15,-10,-47,-34,-51,-96,-10,0,4
-21,-85,-41,-55,-20,-42,-55,-10,-80,-66,-81,-44,-91,-54,-16,-53,-61,-69,-98,-39,-31,-33,-96,-4,0
