6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,5,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,8,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
6,4,0,0,9,7,2,8,3,1,
