7,8,9,10,13,6,12,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,11,2,1,4,3,
7,8,9,12,10,6,13,5,0,14,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,2,5,14,0,1,13,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,12,10,6,13,11,14,0,1,2,5,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
2,8,9,10,12,6,13,5,14,1,0,7,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,11,2,4,3,
7,1,9,12,10,6,13,5,14,0,8,2,11,4,3,
7,8,9,10,12,2,13,0,14,5,1,6,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,11,10,6,13,12,14,0,1,2,5,4,3,
7,8,9,12,10,6,13,5,0,14,1,2,11,4,3,
2,8,9,10,12,6,13,5,14,0,1,7,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
12,8,9,7,10,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,13,6,12,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,12,10,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,3,9,10,12,6,13,5,14,0,1,2,11,4,8,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,1,12,6,13,5,14,0,10,2,11,4,3,
7,8,9,14,12,6,13,2,1,0,11,5,10,4,3,
7,1,9,10,12,6,13,5,14,0,8,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,11,2,1,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,14,10,12,6,13,5,9,0,1,3,11,4,2,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,4,9,10,12,6,13,5,14,0,1,2,11,8,3,
1,7,9,10,12,6,13,5,14,0,8,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,11,1,2,0,4,3,
7,8,9,10,12,5,13,6,14,0,1,2,11,4,3,
7,8,9,11,12,6,13,5,1,0,14,2,10,4,3,
7,8,9,14,5,13,6,12,1,0,11,2,10,4,3,
7,8,9,12,10,6,13,5,14,0,1,2,11,4,3,
7,8,2,10,12,6,13,5,14,0,11,9,1,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,3,4,11,
7,1,2,10,12,6,13,5,14,0,8,9,11,4,3,
7,8,9,12,10,3,13,5,14,0,1,2,11,4,6,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,12,10,6,13,5,14,0,1,2,11,4,3,
7,8,9,14,12,6,13,5,1,0,11,2,10,4,3,
7,8,9,10,13,6,12,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,3,6,13,5,14,0,1,2,11,4,12,
7,8,5,10,12,6,13,9,14,0,1,2,11,4,3,
7,8,9,12,10,6,13,5,14,0,11,2,1,4,3,
7,8,9,10,12,6,13,5,3,1,0,2,11,4,14,
3,8,9,10,12,6,13,5,14,0,1,2,11,4,7,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,3,6,13,5,14,0,1,2,11,4,12,
7,8,5,12,10,6,13,9,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,0,14,5,1,2,11,4,3,
3,8,9,10,12,6,13,2,14,0,1,5,11,4,7,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,12,10,6,1,5,14,0,13,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,11,2,1,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,2,9,12,10,6,13,0,14,5,1,8,11,4,3,
7,8,9,12,10,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,6,10,12,9,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,1,0,2,11,4,3,
7,8,9,12,10,6,13,5,14,0,1,2,11,4,3,
7,3,9,10,14,6,13,5,12,0,1,2,11,4,8,
7,8,9,11,12,6,13,5,14,0,1,2,10,4,3,
7,8,9,10,12,2,13,5,14,0,1,6,11,4,3,
7,8,9,12,5,6,13,10,14,0,1,2,11,4,3,
7,8,4,10,12,6,13,5,14,0,1,11,2,9,3,
7,8,9,10,12,6,13,5,3,0,1,2,11,4,14,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,14,13,5,6,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,10,12,6,3,5,14,0,1,2,11,4,13,
7,8,9,10,12,6,13,5,4,0,1,2,11,14,3,
7,1,9,10,12,6,13,5,14,0,8,2,11,4,3,
7,8,9,12,10,6,13,5,14,0,1,2,11,4,3,
7,8,9,14,10,6,13,5,12,0,1,2,11,4,3,
7,8,9,10,12,6,13,5,14,4,1,2,11,0,3,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
7,8,9,12,14,6,13,5,10,0,1,2,11,4,3,
3,8,9,0,12,6,13,5,14,10,1,2,11,4,7,
7,8,9,10,12,6,13,5,14,0,1,2,11,4,3,
